Obs,Date,HHMMSS,Machine,Plot,Species,SampleID,QC,VPDair,Tair,Press,Photo,PARi,Cond,RH_S,CO2S,Tleaf,Ci,BLCond,Trmmol,FTime,EBal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,AHs.Cs
3,20180724,12:59:56,Bernie,13_amb,ARLA2,BNL2975,,0.498451033,13.30811024,101.2782135,15.19485524,499.7507019,254.50442,74.23641205,389.8702698,15.31501484,286.4360078,4.486739352,1.466348989,434.9999913,0,0.607840351,15.31501484,2.25,2.243369676,1,11.42179585,400.0080566,10.30952644,11.24178028,68.08016968,349.9256592,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001466349,288.4650148,286.4581102,79.96011052,-0.03998131,1.746387775,14.31156254,1.636998456,0.24084292,1.138547423,0.151697372,29.00972715,0.734695692,66.58685425,0.026259589
4,20180724,13:00:31,Bernie,13_amb,ARLA2,BNL2975,,0.483783489,13.25634193,101.2785568,13.08012305,375.5946045,248.726842,74.40450287,390.6737061,15.0646143,299.3494506,4.486739352,1.37178747,469.9999905,0,0.581228681,15.0646143,2.25,2.243369676,1,11.38633347,399.4273071,10.35720158,11.22920513,68.62662506,349.9828186,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001371787,288.2146143,286.4063419,60.09513538,-0.143846051,1.718506371,14.16047812,1.621061179,0.235662649,1.13727769,0.148409703,30.31768034,0.766239053,67.49646966,0.022828426
5,20180724,13:01:32,Bernie,13_amb,ARLA2,BNL2975,,0.470527471,13.18036366,101.2763062,10.63643242,250.125412,244.921606,74.87736511,389.7646179,14.9172821,313.8795499,4.486739352,1.310448481,530.9999892,0,0.563441296,14.9172821,2.25,2.243369676,1,11.34599113,396.9320374,10.41179848,11.24491501,69.32982635,349.9334412,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001310448,288.0672821,286.3303637,40.02006502,-0.270496845,1.702284751,14.04882288,1.609370926,0.232243903,1.138843455,0.14624059,31.7885614,0.805305396,68.16766491,0.018756539
6,20180724,13:02:54,Bernie,13_amb,ARLA2,BNL2975,,0.473099522,13.46805668,101.2745819,6.61349785,125.3420181,256.852891,73.90904236,389.7588806,14.80422401,343.3690671,4.486739352,1.324782108,613.4999873,0,0.544521018,14.80422401,2.25,2.243369676,1,12.08118248,394.3434143,10.46770859,11.30991745,68.40531158,349.9188538,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001324782,287.954224,286.6180567,20.05472245,-0.396396094,1.689928179,14.13614035,1.618506683,0.24294499,1.145407161,0.153031769,34.77455871,0.880978174,69.09048376,0.011783557
7,20180724,13:03:37,Bernie,13_amb,ARLA2,BNL2975,,0.484996374,13.68989468,101.2727661,4.84790584,100.0408783,253.478362,73.20152283,390.359314,14.91320229,355.0134526,4.486739352,1.323764523,656.4999864,0,0.55089598,14.91320229,2.25,2.243369676,1,12.26095009,393.8086853,10.52328491,11.36476803,67.78145599,349.9322205,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001323765,288.0632023,286.8398947,16.00654017,-0.418241677,1.701837474,14.30154848,1.635937869,0.239923862,1.150941494,0.15111401,35.95319435,0.909453009,68.92261732,0.008591664
8,20180724,13:04:08,Bernie,13_amb,ARLA2,BNL2975,,0.487414672,13.75316811,101.2736206,4.165819023,88.70280457,247.709609,73.21038818,390.2059326,14.98760414,358.7255102,4.486739352,1.30301981,687.4999857,0,0.55418452,14.98760414,2.25,2.243369676,1,12.2595377,393.2115784,10.58459759,11.41290283,67.89705658,349.911377,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00130302,288.1376041,286.9031681,14.19244841,-0.426004481,1.710010511,14.37038612,1.643240663,0.234749273,1.155825991,0.147830141,36.32943122,0.919323568,68.84658064,0.007373713
9,20180724,13:04:39,Bernie,13_amb,ARLA2,BNL2975,,0.486927573,13.76903725,101.2729721,3.674302657,80.48693085,243.180516,73.30406189,390.1946106,15.01284218,361.5833154,4.486739352,1.280711177,718.499985,0,0.554291619,15.01284218,2.25,2.243369676,1,12.25166035,392.8785095,10.62529469,11.43937111,68.0874176,349.9224854,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001280711,288.1628422,286.9190372,12.87790865,-0.429267337,1.71279073,14.39093971,1.645426684,0.230677817,1.158499111,0.145247107,36.61861701,0.926674294,68.86049709,0.006502735
10,20180724,13:05:10,Bernie,13_amb,ARLA2,BNL2975,,0.485259553,13.78035164,101.272171,2.963786469,69.83951569,238.011967,73.38328552,390.309021,15.00974083,366.1595333,4.486739352,1.249343641,749.4999843,0,0.551844677,15.00974083,2.25,2.243369676,1,12.25393581,392.5278931,10.66626549,11.46024799,68.29917908,349.983551,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001249344,288.1597408,286.9303516,11.17432226,-0.430587471,1.712448872,14.39504623,1.645863748,0.226021982,1.160604195,0.14229416,37.08177088,0.938127262,68.95757615,0.00524824
11,20180724,13:05:53,Bernie,13_amb,ARLA2,BNL2975,,0.483408038,13.78910255,101.2721786,2.623972276,59.50619507,227.729964,73.49921417,390.0208435,15.01307583,367.4703428,4.486739352,1.193378693,792.4999833,0,0.54971743,15.01307583,2.25,2.243369676,1,12.25407696,392.0073547,10.72634602,11.48488235,68.64485168,349.9191589,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001193379,288.1630758,286.9391026,9.520990998,-0.423962442,1.712816487,14.40108919,1.646507095,0.216729588,1.163099058,0.136403144,37.21452221,0.942181294,69.01600458,0.00465266
12,20180724,13:06:34,Bernie,13_amb,ARLA2,BNL2975,,0.483155962,13.81995964,101.2716217,2.054002938,51.44065857,227.866647,73.59934998,390.1542053,15.05108261,371.7697423,4.486739352,1.194707188,833.4999824,0,0.5499898,15.05108261,2.25,2.243369676,1,12.2596035,391.7744446,10.76442242,11.52367306,68.75017548,349.9653931,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001194707,288.2010826,286.9699596,8.230505187,-0.434819749,1.717010858,14.43552113,1.650177021,0.216853381,1.167021059,0.136481601,37.6497247,0.952878983,69.07601612,0.00364234
13,20180724,13:07:11,Bernie,13_amb,ARLA2,BNL2975,,0.482311377,13.84211826,101.2714462,1.028628422,38.75954437,219.736605,73.77973175,390.374939,15.09823036,379.1976029,4.486739352,1.155536556,870.4999816,0,0.550660143,15.09823036,2.25,2.243369676,1,12.25335598,391.3263855,10.83417225,11.56857586,69.09600067,349.9273987,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001155537,288.2482304,286.9921183,6.201526961,-0.439086943,1.722226551,14.47017431,1.653877785,0.209477511,1.171566408,0.131808064,38.40188965,0.971367691,69.07725697,0.001821613
14,20180724,13:07:54,Bernie,13_amb,ARLA2,BNL2975,,0.483142199,13.85514736,101.2719879,0.566213663,30.56926537,211.46915,73.81244659,390.1860657,15.12900543,382.3303102,4.486739352,1.117882458,913.4999806,0,0.552560165,15.12900543,2.25,2.243369676,1,12.25658894,390.830658,10.87291431,11.58344364,69.28479004,349.8941345,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001117882,288.2790054,287.0051474,4.891082349,-0.437817671,1.725638529,14.4920764,1.656220564,0.201950798,1.173078364,0.12704124,38.71935056,0.979866643,68.97665465,0.001001383
15,20180724,13:11:15,Bernie,13_amb,ARLA2,BNL2975,,0.483783018,13.81236839,101.2729416,-0.203864037,19.28449631,166.154753,74.93126678,389.9520874,15.45313549,388.4119997,4.486739352,0.922143368,1114.499976,0,0.574381836,15.45313549,2.25,2.243369676,1,11.96500492,390.0522156,11.14032078,11.72627831,71.1869812,349.9387817,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000922143,288.6031355,286.9623684,3.08551934,-0.414556906,1.761936534,14.63275194,1.671337716,0.16022137,1.187554698,0.10065505,39.33562576,0.996050572,68.10013514,-0.000355966
16,20180724,13:13:38,Bernie,13_amb,ARLA2,BNL2975,,0.481795752,13.59310913,101.2674179,-0.958126481,9.334197044,129.959077,74.47913361,390.0209656,15.18967152,398.5300051,4.486739352,0.719575815,1257.499973,0,0.568702982,15.18967152,2.25,2.243369676,1,11.74786854,389.5853577,11.03378773,11.49114799,71.51477814,349.9300232,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000719576,288.3396715,286.7431091,1.493471494,-0.354951631,1.732381868,14.39139032,1.645474638,0.126300757,1.163678886,0.079258696,40.35810458,1.021816877,67.63347712,-0.001660258
17,20180724,13:14:09,Bernie,13_amb,ARLA2,BNL2975,,0.476103657,13.50832844,101.2665558,-1.313834043,4.975901604,119.827966,74.46605682,390.1813354,15.04252625,404.578568,4.486739352,0.653519718,1288.499972,0,0.558995236,15.04252625,2.25,2.243369676,1,11.6673069,389.5005493,11.01060772,11.42598915,71.75891113,349.9478455,NA,-5.657405853,-0.212939188,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00065352,288.1925262,286.6583284,0.796144239,-0.333101217,1.716065804,14.27542734,1.633174225,0.11671095,1.157070568,0.073218128,40.97027813,1.036898824,67.81654905,-0.002281234
3,20180724,12:03:55,Bernie,13_amb,ARLA2,BNL2973,,0.663747103,15.1762886,101.2868958,17.44030327,500.5486755,300.976019,61.56890869,389.9924927,15.15014744,288.4341284,4.526261096,1.871120367,209.4999984,0,0.662294461,15.15014744,2.16,2.263130548,1,15.07357311,401.2062683,9.378887177,10.52151394,54.88258362,349.9914551,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00187112,288.3001474,288.3262886,80.0877863,-0.016311919,1.727985947,15.16321802,1.729438589,0.282210303,1.065691485,0.177976598,29.21459749,0.739588925,63.55962083,0.02880784
4,20180724,12:04:31,Bernie,13_amb,ARLA2,BNL2973,,0.666054348,15.22506237,101.2884064,14.84204723,375.356781,300.066973,61.29135132,390.7057495,15.11636829,303.4371994,4.526261096,1.859332575,245.4999976,0,0.660018791,15.11636829,2.16,2.263130548,1,15.07623196,400.3125305,9.371534348,10.50680923,54.66873932,350.0439758,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001859333,288.2663683,288.3750624,60.05708362,-0.157307616,1.724236754,15.17071533,1.730272311,0.281410929,1.064217963,0.177467925,30.73467036,0.776638685,63.59997175,0.0244371
5,20180724,12:05:45,Bernie,13_amb,ARLA2,BNL2973,,0.665344205,15.20530891,101.2896118,12.65457219,249.2935028,282.315642,61.34458923,389.7668762,15.11567116,310.5455767,4.526261096,1.756700479,319.4999959,0,0.660368342,15.11567116,2.16,2.263130548,1,14.83942127,397.9984131,9.429812431,10.50247002,55.07923126,350.0298462,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.0017567,288.2656712,288.3553089,39.88695956,-0.277013779,1.724159453,15.16049004,1.729135317,0.26574065,1.063791111,0.167501567,31.45504091,0.796746967,63.44470803,0.02080003
6,20180724,12:07:10,Bernie,13_amb,ARLA2,BNL2973,,0.660975567,15.21914577,101.2846985,7.914791341,124.7384949,276.881416,61.54807663,389.7265625,15.10380554,337.8116935,4.526261096,1.709814548,404.499994,0,0.654574905,15.10380554,2.16,2.263130548,1,14.83235359,395.0224304,9.503108978,10.54719353,55.4553299,349.9952698,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001709815,288.2538055,288.3691458,19.95815873,-0.409983789,1.722844222,15.16147566,1.729244884,0.260920341,1.068269316,0.164437843,34.21515552,0.866791556,63.69612118,0.013014607
7,20180724,12:07:54,Bernie,13_amb,ARLA2,BNL2973,,0.658594268,15.21889114,101.2866287,5.916357863,99.00236511,275.130593,61.61847305,390.3158264,15.08287907,350.2892055,4.526261096,1.690435914,448.4999931,0,0.651053164,15.08287907,2.16,2.263130548,1,14.8342514,394.3742676,9.526655197,10.55888271,55.59470367,349.9991455,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001690436,288.2328791,288.3688911,15.84037806,-0.433038335,1.720526797,15.15088511,1.728067901,0.259364989,1.069473633,0.163449484,35.4796127,0.897450684,63.82983405,0.009719186
8,20180724,12:08:25,Bernie,13_amb,ARLA2,BNL2973,,0.658479625,15.22764969,101.2863846,5.622595982,90.1615448,272.658282,61.6730423,390.1708679,15.09994411,351.6364607,4.526261096,1.677016835,479.4999924,0,0.651393072,15.09994411,2.16,2.263130548,1,14.83567047,394.0447693,9.550154686,10.57420826,55.70034409,349.9868469,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001677017,288.2499441,288.3776497,14.42584685,-0.439896562,1.722416396,15.1637969,1.729502949,0.257166766,1.071023324,0.162052776,35.61598579,0.901237098,63.83140434,0.009238194
9,20180724,12:09:08,Bernie,13_amb,ARLA2,BNL2973,,0.657106825,15.23917007,101.2827988,4.929652201,79.57594299,266.312652,61.85267258,390.0284119,15.13412189,355.0635137,4.526261096,1.639963691,522.4999914,0,0.651268165,15.13412189,2.16,2.263130548,1,14.83306313,393.465332,9.61192131,10.61323547,56.01713181,350.0126343,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001639964,288.2841219,288.3891701,12.73215059,-0.442101379,1.726206358,15.18664598,1.732045017,0.251514251,1.074938193,0.158462182,35.96182641,0.910352946,63.86854798,0.008103028
10,20180724,12:09:39,Bernie,13_amb,ARLA2,BNL2973,,0.655171253,15.2461462,101.2827454,4.229057142,71.05574799,260.594977,62.01279068,390.3130493,15.15103626,359.1965581,4.526261096,1.603290014,553.4999907,0,0.64988066,15.15103626,2.16,2.263130548,1,14.835989,393.3089294,9.666642189,10.64548588,56.31076431,350.0293274,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00160329,288.3010363,288.3961462,11.36891942,-0.440950199,1.728084695,15.19859123,1.733375289,0.246408267,1.078204035,0.155219872,36.38041353,0.920278117,63.94076678,0.006950469
11,20180724,12:10:14,Bernie,13_amb,ARLA2,BNL2973,,0.647894073,15.19438553,101.2824707,3.494284548,58.73167801,254.102603,62.63243484,390.2763672,15.20065212,363.3331236,4.526261096,1.561628276,588.4999899,0,0.648243138,15.20065212,2.16,2.263130548,1,14.64741325,392.8088074,9.762825966,10.71618557,57.06037521,350.0221863,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001561628,288.3506521,288.3443855,9.397068271,-0.449863186,1.733604889,15.19751883,1.733255825,0.240595653,1.085361751,0.151530141,36.79927644,0.930963681,64.09518329,0.005754038
12,20180724,12:12:39,Bernie,13_amb,ARLA2,BNL2973,,0.592681366,14.61135578,101.2792969,3.239434395,48.86136627,230.232545,66.31930542,389.9967651,15.17367268,362.7686828,4.526261096,1.368388084,733.4999867,0,0.623711638,15.17367268,2.16,2.263130548,1,13.62472057,392.3256531,10.09369564,10.92908096,61.25006485,349.9480896,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001368388,288.3236727,287.7613558,7.817818429,-0.440681019,1.730601273,14.89251423,1.699571001,0.219088406,1.106889635,0.137889697,36.74095713,0.930183825,65.21706473,0.005430586
13,20180724,12:13:10,Bernie,13_amb,ARLA2,BNL2973,,0.578196861,14.44007778,101.2792206,2.036089468,40.17941666,224.009541,67.21927643,390.2105713,15.12855816,371.3187225,4.526261096,1.316701707,764.499986,0,0.616025013,15.12855816,2.16,2.263130548,1,13.38695335,391.7843933,10.15171051,10.95549393,62.28752899,349.9596252,NA,-5.164867401,-0.204558238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001316702,288.2785582,287.5900778,6.428706521,-0.44372763,1.725588899,14.78431797,1.687760747,0.213445874,1.109563886,0.134314167,37.60687081,0.951585502,65.50120743,0.003423131
